Name,Data Type,Statistical Method,Effect Measure,Analysis Model,Events 1,Mean 1,SD 1,Total 1,Events 2,Mean 2,SD 2,Total 2,Effect Estimate,SE,CI Start,CI End,Weight,Q,P(Q),I²(Q),Tau²,Z,P(Z),Qint,P(Qint),I²(Qint),df,Year of study
TEQ Armah 2010-MLI,,,,,151,0,0,832,182,0,0,835,0.83266193,0.09857735,0.68637193,1.01013147,16.69423935,,,,,,,,,,,
TEQ Zaman 2010-AS,,,,,65,0,0,991,109,0,0,978,0.58850758,0.15009114,0.43852489,0.7897868,15.85053972,,,,,,,,,,,2010
All-cause diarrhoea: of any severity (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,66,,,525,82,,,534,0.81867596,,0.60594511,1.10609082,100,0,1,0,0,1.30317499,0.19251503,0,1,0,0,
High-mortality countries,DIC,MH,Risk Ratio,Random,66,,,525,82,,,534,0.81867596,,0.60594511,1.10609082,100,0,1,0,0,1.30317499,0.19251503,,,,0,
TEQ Armah 2010-KEN,,,,,66,0,0,525,82,0,0,534,0.81867596,0.15352269,0.60594511,1.10609082,100,,,,,,,,,,,
All-cause diarrhoea: of any severity (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,82,,,525,94,,,534,0.88729483,,0.67696332,1.16297603,100,0,1,0,0,0.8662341,0.3863618,0,1,0,0,
High-mortality countries,DIC,MH,Risk Ratio,Random,82,,,525,94,,,534,0.88729483,,0.67696332,1.16297603,100,0,1,0,0,0.8662341,0.3863618,,,,0,
TEQ Armah 2010-KEN,,,,,82,0,0,525,94,0,0,534,0.88729483,0.13804347,0.67696332,1.16297603,100,,,,,,,,,,,
All-cause hospitalizations (up to 2 years follow-up),DIC,MH,Risk Ratio,Random,7,,,99,6,,,103,1.21380471,,0.42265771,3.48585117,100,0,1,0,0,0.35998046,0.71886175,0,1,0,0,
High-mortality countries,DIC,MH,Risk Ratio,Random,7,,,99,6,,,103,1.21380471,,0.42265771,3.48585117,100,0,1,0,0,0.35998046,0.71886175,,,,0,
TEQ Levin 2017-AF,,,,,7,0,0,99,6,0,0,103,1.21380471,0.53825093,0.42265771,3.48585117,100,,,,,,,,,,,2017
Rotavirus diarrhoea: requiring hospitalization,DIC,MH,Risk Ratio,Random,6,,,28646,138,,,28488,0.04323845,,0.01909704,0.0978981,100,0,1,0,0,7.53343007,0,0,1,0,0,
Up to 1 year of follow-up,DIC,MH,Risk Ratio,Random,6,,,28646,138,,,28488,0.04323845,,0.01909704,0.0978981,100,0,1,0,0,7.53343007,0,,,,0,
TEQ Vesikari 2006b-INT,,,,,6,0,0,28646,138,0,0,28488,0.04323845,0.41694488,0.01909704,0.0978981,100,,,,,,,,,,,2006
Rotavirus diarrhoea: requiring medical attention,DIC,MH,Risk Ratio,Random,13,,,28646,191,,,28488,0.06768742,,0.03860372,0.11868251,100,0,1,0,0,9.39877723,0,0,1,0,0,
Up to 1 year of follow-up,DIC,MH,Risk Ratio,Random,13,,,28646,191,,,28488,0.06768742,,0.03860372,0.11868251,100,0,1,0,0,9.39877723,0,,,,0,
TEQ Vesikari 2006b-INT,,,,,13,0,0,28646,191,0,0,28488,0.06768742,0.2865112,0.03860372,0.11868251,100,,,,,,,,,,,2006
Reactogenicity: fever,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,521,,,3905,314,,,3219,1.14897629,,0.90806726,1.45379817,100,7.67238032,0.05329089,60.89870581,0.03350636,1.15670799,0.2473917,,,,3,
TEQ Block 2007-EU/USA,,,,,87,0,0,650,58,0,0,660,1.52307692,0.1602561,1.11252965,2.08512493,24.35238574,,,,,,,,,,,2007
TEQ Clark 2004-USA,,,,,25,0,0,213,27,0,0,218,0.94766128,0.26029799,0.568967,1.57840769,14.23423058,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,154,0,0,2015,165,0,0,2019,0.9351861,0.10752925,0.75747618,1.15458819,31.98166091,,,,,,,,,,,2016
TEQ Vesikari 2006a-FIN,,,,,255,0,0,1027,64,0,0,322,1.24923929,0.12436747,0.97900261,1.59407012,29.43172276,,,,,,,,,,,2006
After dose 2,DIC,MH,Risk Ratio,Random,172,,,2154,208,,,2168,0.83128604,,0.68566646,1.00783183,100,0.24274247,0.62223237,0,0,1.88056789,0.06003072,,,,1,
TEQ Clark 2004-USA,,,,,26,0,0,208,35,0,0,209,0.74642857,0.23966766,0.46664087,1.19397088,16.80812521,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,146,0,0,1946,173,0,0,1959,0.8495684,0.107728,0.68786009,1.04929257,83.19187479,,,,,,,,,,,2016
After dose 3,DIC,MH,Risk Ratio,Random,238,,,2139,225,,,2155,1.06699999,,0.89950933,1.26567779,100,0.04172005,0.83815444,0,0,0.74436595,0.45665512,,,,1,
TEQ Clark 2004-USA,,,,,47,0,0,207,43,0,0,209,1.10358387,0.18686038,0.76515513,1.5916999,21.73829325,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,191,0,0,1932,182,0,0,1946,1.05705526,0.09848165,0.87150516,1.2821104,78.26170675,,,,,,,,,,,2016
End of follow-up,DIC,MH,Risk Ratio,Random,3384,,,9681,3038,,,8710,1.01324081,,0.94262929,1.08914177,100,14.44831086,0.15350713,30.78775714,0.00361041,0.35690191,0.72116524,,,,10,
TEQ Block 2007-EU/USA,,,,,195,0,0,650,158,0,0,660,1.25316456,0.09167173,1.04707306,1.49982028,11.30630131,,,,,,,,,,,2007
TEQ Ciarlet 2009-EU,,,,,106,0,0,201,115,0,0,202,0.9263249,0.09057591,0.77564855,1.10627141,11.49742326,,,,,,,,,,,2008
TEQ Clark 2003-USA,,,,,157,0,0,568,36,0,0,147,1.12866784,0.15994974,0.82492921,1.54424292,4.65279499,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,70,0,0,218,73,0,0,220,0.96770139,0.13730162,0.73938395,1.26652193,6.04729582,,,,,,,,,,,2004
TEQ Dhingra 2014-IND,,,,,7,0,0,20,6,0,0,20,1.16666667,0.45773771,0.47568532,2.86136877,0.63732254,,,,,,,,,,,2014
TEQ Iwata 2013-JPN,,,,,29,0,0,380,31,0,0,381,0.93794567,0.24796083,0.57691661,1.52490336,2.08672365,,,,,,,,,,,2010
TEQ Lawrence 2012-CHN,,,,,9,0,0,24,5,0,0,24,1.8,0.4772607,0.70636221,4.58688183,0.58704485,,,,,,,,,,,2010
TEQ Levin 2017-AF,,,,,27,0,0,99,27,0,0,103,1.04040404,0.23294705,0.65904815,1.64243017,2.34705586,,,,,,,,,,,2017
TEQ Merck[009] 2005-USA,,,,,370,0,0,680,53,0,0,113,1.16009989,0.10606829,0.94234492,1.42817319,9.14044903,,,,,,,,,,,2005
TEQ Mo 2017-CHN,,,,,440,0,0,2015,461,0,0,2019,0.95634154,0.0587397,0.85234163,1.07303118,19.23803608,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,1974,0,0,4826,2073,0,0,4821,0.95125655,0.02396542,0.90760787,0.99700438,32.45955262,,,,,,,,,,,2006
Reactogenicity: diarrhoea,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,345,,,2580,222,,,2165,1.116273,,0.9493174,1.31259095,100,0.58964186,0.44255779,0,0,1.33072288,0.18328021,,,,1,
TEQ Clark 2003-USA,,,,,127,0,0,565,33,0,0,146,0.99447573,0.17192388,0.70999014,1.3929517,23.11542582,,,,,,,,,,,2003
TEQ Mo 2017-CHN,,,,,218,0,0,2015,189,0,0,2019,1.15572886,0.0942687,0.96075862,1.39026511,76.88457418,,,,,,,,,,,2016
After dose 2,DIC,MH,Risk Ratio,Random,143,,,1946,162,,,1959,0.88861292,,0.7160115,1.10282157,100,0,1,0,0,1.07174107,0.28383636,,,,0,
TEQ Mo 2017-CHN,,,,,143,0,0,1946,162,0,0,1959,0.88861292,0.11018851,0.7160115,1.10282157,100,,,,,,,,,,,2016
End of follow-up,DIC,MH,Risk Ratio,Random,2179,,,9036,1658,,,8051,1.04811181,,0.98938495,1.11032451,100,8.56173734,0.47867164,0,0,1.59722419,0.11021574,,,,9,
TEQ Ciarlet 2009-EU,,,,,57,0,0,201,65,0,0,202,0.88128588,0.15166692,0.65466284,1.18635846,3.76272343,,,,,,,,,,,2008
TEQ Clark 2003-USA,,,,,205,0,0,573,52,0,0,148,1.01825748,0.12492742,0.79711172,1.30075656,5.54585488,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,97,0,0,218,80,0,0,220,1.22362385,0.11694729,0.97297621,1.53884063,6.32854324,,,,,,,,,,,2004
TEQ Dhingra 2014-IND,,,,,4,0,0,20,3,0,0,20,1.33333333,0.69522179,0.34132247,5.20849912,0.17907597,,,,,,,,,,,2014
TEQ Iwata 2013-JPN,,,,,46,0,0,380,47,0,0,381,0.98129899,0.19431797,0.67049816,1.43616756,2.29222951,,,,,,,,,,,2010
TEQ Lawrence 2012-CHN,,,,,13,0,0,24,8,0,0,24,1.625,0.34436862,0.82742048,3.19139428,0.72985556,,,,,,,,,,,2010
TEQ Levin 2017-AF,,,,,33,0,0,99,25,0,0,103,1.37333333,0.2247071,0.8841072,2.13327574,1.71415641,,,,,,,,,,,2017
TEQ Merck[009] 2005-USA,,,,,367,0,0,680,51,0,0,113,1.19581892,0.10960152,0.96465593,1.48237609,7.20528067,,,,,,,,,,,2005
TEQ Mo 2017-CHN,,,,,406,0,0,2015,406,0,0,2019,1.00198511,0.06272588,0.88607178,1.13306189,21.99837264,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,951,0,0,4826,921,0,0,4821,1.03150349,0.04150499,0.95091476,1.118922,50.24390768,,,,,,,,,,,2006
Reactogenicity: vomiting,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
After dose 1,DIC,MH,Risk Ratio,Random,131,,,2580,76,,,2165,0.84560613,,0.63704086,1.12245504,100,0.04756065,0.82736364,0,0,1.16054386,0.24582747,,,,1,
TEQ Clark 2003-USA,,,,,91,0,0,565,27,0,0,146,0.87092756,0.19851151,0.59021294,1.28515451,52.98828756,,,,,,,,,,,2003
TEQ Mo 2017-CHN,,,,,40,0,0,2015,49,0,0,2019,0.81794703,0.21075244,0.54116834,1.23628324,47.01171244,,,,,,,,,,,2016
After dose 2,DIC,MH,Risk Ratio,Random,11,,,1946,16,,,1959,0.69209275,,0.32202167,1.48745386,100,0,1,0,0,0.94279813,0.34578418,,,,0,
TEQ Mo 2017-CHN,,,,,11,0,0,1946,16,0,0,1959,0.69209275,0.3903649,0.32202167,1.48745386,100,,,,,,,,,,,2016
After dose 3,DIC,MH,Risk Ratio,Random,5,,,1932,11,,,1946,0.45783926,,0.15937629,1.31523198,100,0,1,0,0,1.4510271,0.14677231,,,,0,
TEQ Mo 2017-CHN,,,,,5,0,0,1932,11,0,0,1946,0.45783926,0.53840284,0.15937629,1.31523198,100,,,,,,,,,,,2016
End of follow-up,DIC,MH,Risk Ratio,Random,1025,,,8356,921,,,7938,0.98424056,,0.90557001,1.06974554,100,7.11362126,0.5244252,0,0,0.37373062,0.70860474,,,,8,
TEQ Ciarlet 2009-EU,,,,,62,0,0,201,49,0,0,202,1.27160118,0.16313055,0.92362131,1.75068454,6.78864641,,,,,,,,,,,2008
TEQ Clark 2003-USA,,,,,171,0,0,573,41,0,0,148,1.07725706,0.14743215,0.80690958,1.43818191,8.3113079,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,58,0,0,218,52,0,0,220,1.1256175,0.16534672,0.8140432,1.55644659,6.60788709,,,,,,,,,,,2004
TEQ Dhingra 2014-IND,,,,,4,0,0,20,5,0,0,20,0.8,0.59160798,0.25090676,2.55074833,0.51616166,,,,,,,,,,,2014
TEQ Iwata 2013-JPN,,,,,31,0,0,380,29,0,0,381,1.07177858,0.24796083,0.65923527,1.74248767,2.93824245,,,,,,,,,,,2010
TEQ Lawrence 2012-CHN,,,,,9,0,0,24,12,0,0,24,0.75,0.33333333,0.39023608,1.44143516,1.62590922,,,,,,,,,,,2010
TEQ Levin 2017-AF,,,,,18,0,0,99,16,0,0,103,1.17045455,0.31344187,0.63321668,2.1634993,1.83882229,,,,,,,,,,,2017
TEQ Mo 2017-CHN,,,,,54,0,0,2015,71,0,0,2019,0.76207318,0.1777961,0.53784405,1.07978426,5.71490911,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,618,0,0,4826,646,0,0,4821,0.9556652,0.05245449,0.86229611,1.05914426,65.65811386,,,,,,,,,,,2006
Adverse events requiring discontinuation (end of follow-up),DIC,MH,Risk Ratio,Random,35,,,8035,38,,,7436,0.84389047,,0.45738209,1.55701577,100,9.72502667,0.28485852,17.73801479,0.14722676,0.54313106,0.58703957,0,1,0,8,
TEQ Armah 2010-AF,,,,,9,0,0,2733,15,0,0,2735,0.60043908,0.42076864,0.26321464,1.3697076,30.11690231,,,,,,,,,,,
TEQ Block 2007-EU/USA,,,,,1,0,0,650,5,0,0,660,0.20307692,1.09405045,0.02379048,1.73347669,7.26550631,,,,,,,,,,,2007
TEQ Ciarlet 2009-EU,,,,,1,0,0,201,0,0,0,202,3.01485149,1.62996628,0.12354811,73.56914915,3.48289582,,,,,,,,,,,2008
TEQ Clark 2004-USA,,,,,4,0,0,218,1,0,0,221,4.05504587,1.11395151,0.4568762,35.9909253,7.03551252,,,,,,,,,,,2004
TEQ Iwata 2013-JPN,,,,,1,0,0,381,3,0,0,381,0.33333333,1.15242526,0.03482832,3.1902514,6.61968909,,,,,,,,,,,2010
TEQ Kim 2008-KOR,,,,,0,0,0,115,0,0,0,63,0,0,0,0,0,,,,,,,,,,,2008
TEQ Lawrence 2012-CHN,,,,,0,0,0,24,1,0,0,24,0.33333333,1.60831174,0.01425218,7.79607815,3.57223086,,,,,,,,,,,2010
TEQ Merck[009] 2005-USA,,,,,1,0,0,680,1,0,0,113,0.16617647,1.41056012,0.01046884,2.63779161,4.57020368,,,,,,,,,,,2005
TEQ Mo 2017-CHN,,,,,17,0,0,2015,12,0,0,2019,1.41947891,0.3757197,0.67969763,2.96443634,33.86396585,,,,,,,,,,,2016
TEQ Zaman 2010-AS,,,,,1,0,0,1018,0,0,0,1018,3,1.6323921,0.12235637,73.55563122,3.47309356,,,,,,,,,,,2010
Dropouts before the end of the trial,DIC,MH,Risk Ratio,Random,7024,,,44084,6627,,,41771,0.98452685,,0.89940928,1.07769971,100,16.78878049,0.15771699,28.52369471,0.00553633,0.33801018,0.73535551,0,1,0,12,
TEQ Armah 2010-AF,,,,,376,0,0,2733,387,0,0,2735,0.97228722,0.06717161,0.85235007,1.10910115,21.1819841,,,,,,,,,,,
TEQ Block 2007-EU/USA,,,,,99,0,0,651,96,0,0,661,1.04709101,0.13216928,0.80813094,1.35671032,9.25205831,,,,,,,,,,,2007
TEQ Clark 2003-USA,,,,,97,0,0,581,36,0,0,150,0.6956397,0.17233461,0.49624126,0.97515993,6.04060536,,,,,,,,,,,2003
TEQ Clark 2004-USA,,,,,11,0,0,218,12,0,0,221,0.92928135,0.40636238,0.41903562,2.06083633,1.24713268,,,,,,,,,,,2004
TEQ Dhingra 2014-IND,,,,,1,0,0,20,1,0,0,20,1,1.37840488,0.06709647,14.90391472,0.1116977,,,,,,,,,,,2014
TEQ Iwata 2013-JPN,,,,,13,0,0,381,15,0,0,381,0.86666667,0.37194139,0.41807578,1.79659084,1.47934995,,,,,,,,,,,2010
TEQ Lawrence 2012-CHN,,,,,2,0,0,24,4,0,0,24,0.5,0.81649658,0.10091759,2.47726892,0.31663654,,,,,,,,,,,2010
TEQ Levin 2017-AF,,,,,1,0,0,99,4,0,0,103,0.26010101,1.10913942,0.02958291,2.2868792,0.17224201,,,,,,,,,,,2017
TEQ Merck[009] 2005-USA,,,,,71,0,0,680,16,0,0,113,0.73740809,0.25741865,0.44523853,1.22130195,2.9643731,,,,,,,,,,,2005
TEQ Mo 2017-CHN,,,,,90,0,0,2020,74,0,0,2020,1.21621622,0.15373525,0.89981061,1.64388135,7.29646237,,,,,,,,,,,2016
TEQ Vesikari 2006a-FIN,,,,,390,0,0,1624,60,0,0,322,1.2887931,0.1245368,1.00966496,1.64508796,10.11340071,,,,,,,,,,,2006
TEQ Vesikari 2006b-INT,,,,,5846,0,0,34035,5882,0,0,34003,0.99294518,0.01680109,0.96078045,1.02618671,36.57991516,,,,,,,,,,,2006
TEQ Zaman 2010-AS,,,,,27,0,0,1018,40,0,0,1018,0.675,0.24509672,0.41751979,1.09126563,3.244142,,,,,,,,,,,2010
Subgroup analysis: rotavirus diarrhoea of any severity (by G- or P-type),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,105,,,5499,404,,,5523,0.26187035,,0.2121519,0.32324049,100,1.13907011,0.76765179,0,0,12.47306545,0,,,,3,
TEQ Block 2007-EU/USA,,,,,13,0,0,551,53,0,0,564,0.2510701,0.30364958,0.13846117,0.45526261,12.51574493,,,,,,,,,,,2007
TEQ Clark 2004-USA,,,,,10,0,0,187,26,0,0,183,0.37638832,0.35728065,0.18686084,0.75814797,9.04030512,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,10,0,0,1927,39,0,0,1937,0.25774088,0.3529955,0.12903662,0.51481787,9.26112508,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,72,0,0,2834,286,0,0,2839,0.25219241,0.12915223,0.19579312,0.32483782,69.18282487,,,,,,,,,,,2006
G2,DIC,MH,Risk Ratio,Random,8,,,4948,23,,,4959,0.35028404,,0.15653238,0.78385642,100,0.16402569,0.92126015,0,0,2.55253984,0.01069407,,,,2,
TEQ Clark 2004-USA,,,,,1,0,0,187,2,0,0,183,0.48930481,1.22032288,0.04475471,5.34958638,11.34136822,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,1,0,0,1927,4,0,0,1937,0.25129735,1.11757094,0.02811317,2.24629101,13.52274192,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,6,0,0,2834,17,0,0,2839,0.35356387,0.47411507,0.13960481,0.89543766,75.13588986,,,,,,,,,,,2006
G3,DIC,MH,Risk Ratio,Random,5,,,5499,19,,,5523,0.39765046,,0.07814737,2.02343193,100,6.03373151,0.10998065,50.27952444,1.37665553,1.11092128,0.26660225,,,,3,
TEQ Block 2007-EU/USA,,,,,2,0,0,551,1,0,0,564,2.04718693,1.22327923,0.18616599,22.51203042,23.9839532,,,,,,,,,,,2007
TEQ Clark 2004-USA,,,,,0,0,0,187,10,0,0,183,0.04660588,1.44377428,0.00275105,0.78955715,19.90891004,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,2,0,0,1927,2,0,0,1937,1.00518941,0.99948226,0.14173825,7.12867395,29.00611602,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,1,0,0,2834,6,0,0,2839,0.16696072,1.079797,0.02011358,1.38592323,27.10102074,,,,,,,,,,,2006
G4,DIC,MH,Risk Ratio,Random,3,,,4948,9,,,4959,0.41262986,,0.12779796,1.33228577,100,0.31438837,0.85453812,0,0,1.48022181,0.13881406,,,,2,
TEQ Clark 2004-USA,,,,,0,0,0,187,1,0,0,183,0.32624113,1.62969713,0.01337636,7.95681812,13.46541229,,,,,,,,,,,2004
TEQ Mo 2017-CHN,,,,,0,0,0,1927,2,0,0,1937,0.20103734,1.54885936,0.00965796,4.1847375,14.90766019,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,3,0,0,2834,6,0,0,2839,0.50088215,0.70660803,0.12539196,2.00078948,71.62692752,,,,,,,,,,,2006
G9,DIC,MH,Risk Ratio,Random,21,,,4761,64,,,4776,0.32977245,,0.20218562,0.53787145,100,0.00012306,0.99114918,0,0,4.44443271,0.00000881,,,,1,
TEQ Mo 2017-CHN,,,,,20,0,0,1927,61,0,0,1937,0.3295703,0.25565257,0.19968075,0.54395119,95.32483039,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,1,0,0,2834,3,0,0,2839,0.33392143,1.15439518,0.03475532,3.20824298,4.67516961,,,,,,,,,,,2006
P8,DIC,MH,Risk Ratio,Random,31,,,1927,101,,,1937,0.30852348,,0.20733514,0.45909602,100,0,1,0,0,5.79888733,0.00000001,,,,0,
TEQ Mo 2017-CHN,,,,,31,0,0,1927,101,0,0,1937,0.30852348,0.20279016,0.20733514,0.45909602,100,,,,,,,,,,,2016
Subgroup analysis: severe cases of rotavirus diarrhoea (by G- or P-type),DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
G1,DIC,MH,Risk Ratio,Random,63,,,37977,404,,,37932,0.22569777,,0.02942473,1.73117914,100,77.96665404,-0,97.43480078,3.11989893,1.43200968,0.15214105,,,,2,
TEQ Armah 2010-AF,,,,,42,0,0,2016,62,0,0,1992,0.66935484,0.19733352,0.45465902,0.98543277,34.20679218,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,5,0,0,1926,14,0,0,1937,0.35918261,0.51999336,0.1296272,0.99525521,31.87152126,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,16,0,0,34035,328,0,0,34003,0.04873462,0.25591012,0.02951254,0.08047643,33.92168655,,,,,,,,,,,2006
G2,DIC,MH,Risk Ratio,Random,33,,,37977,54,,,37932,0.41383589,,0.12646768,1.35418106,100,3.26326322,0.19561032,38.71165566,0.50952221,1.45868717,0.14465123,,,,2,
TEQ Armah 2010-AF,,,,,32,0,0,2016,44,0,0,1992,0.71861472,0.23017218,0.45769186,1.12828554,65.03851321,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,0,0,0,1926,2,0,0,1937,0.20114167,1.54885928,0.00966297,4.18690842,12.57844848,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,1,0,0,34035,8,0,0,34003,0.12488247,1.06063246,0.0156203,0.99842047,22.38303832,,,,,,,,,,,2006
G3,DIC,MH,Risk Ratio,Random,6,,,37977,23,,,37932,0.38118547,,0.05336771,2.72266429,100,5.59818541,0.06086531,64.27413792,1.90034305,0.96146892,0.33631646,,,,2,
TEQ Armah 2010-AF,,,,,3,0,0,2016,8,0,0,1992,0.37053571,0.6762657,0.09844455,1.39466043,42.67973377,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,2,0,0,1926,0,0,0,1937,5.02854177,1.54885928,0.24157426,104.6727104,23.40494827,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,1,0,0,34035,15,0,0,34003,0.06660399,1.0327671,0.00879847,0.50418877,33.91531795,,,,,,,,,,,2006
G4,DIC,MH,Risk Ratio,Random,2,,,37977,20,,,37932,0.12413287,,0.03328251,0.46297498,100,0.12028061,0.72873041,0,0,3.10659474,0.00189256,,,,1,
TEQ Armah 2010-AF,,,,,0,0,0,2016,0,0,0,1992,0,0,0,0,0,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,0,0,0,1926,2,0,0,1937,0.20114167,1.54885928,0.00966297,4.18690842,18.80196114,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,2,0,0,34035,18,0,0,34003,0.11100664,0.74531655,0.02575932,0.4783696,81.19803886,,,,,,,,,,,2006
G8,DIC,MH,Risk Ratio,Random,1,,,2016,8,,,1992,0.1235119,,0.01546229,0.98660618,100,0,1,0,0,1.97268277,0.04853172,,,,0,
TEQ Armah 2010-AF,,,,,1,0,0,2016,8,0,0,1992,0.1235119,1.06018959,0.01546229,0.98660618,100,,,,,,,,,,,
G9,DIC,MH,Risk Ratio,Random,5,,,37977,49,,,37932,0.12934889,,0.04994648,0.33498124,100,2.07889819,0.35364961,3.79519258,0.04203236,4.21265652,0.00002524,,,,2,
TEQ Armah 2010-AF,,,,,1,0,0,2016,2,0,0,1992,0.49404762,1.22433736,0.04483436,5.44410706,15.29554607,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,4,0,0,1926,34,0,0,1937,0.11831898,0.52761377,0.0420677,0.33278218,73.56530898,,,,,,,,,,,2016
TEQ Vesikari 2006b-INT,,,,,0,0,0,34035,13,0,0,34003,0.03700222,1.44014419,0.00219976,0.62241591,11.13914495,,,,,,,,,,,2006
P4,DIC,MH,Risk Ratio,Random,13,,,2016,16,,,1992,0.80282738,,0.38719368,1.66462379,100,0,1,0,0,0.59027688,0.55500504,,,,0,
TEQ Armah 2010-AF,,,,,13,0,0,2016,16,0,0,1992,0.80282738,0.37205515,0.38719368,1.66462379,100,,,,,,,,,,,
P6,DIC,MH,Risk Ratio,Random,22,,,2016,42,,,1992,0.5175737,,0.31015032,0.86371839,100,0,1,0,0,2.52070265,0.01171208,,,,0,
TEQ Armah 2010-AF,,,,,22,0,0,2016,42,0,0,1992,0.5175737,0.26127769,0.31015032,0.86371839,100,,,,,,,,,,,
P8,DIC,MH,Risk Ratio,Random,51,,,3943,112,,,3929,0.37738017,,0.12668713,1.12415357,100,7.84466632,0.0050971,87.2524852,0.54351898,1.74982338,0.0801488,,,,1,
TEQ Armah 2010-AF,,,,,41,0,0,2016,64,0,0,1992,0.63299851,0.19752773,0.42980037,0.93226332,53.24199188,,,,,,,,,,,
TEQ Mo 2017-CHN,,,,,10,0,0,1927,48,0,0,1937,0.20941446,0.34611866,0.10626492,0.41268949,46.75800812,,,,,,,,,,,2016
Subgroup analysis: HIV-infected children,DIC,MH,Risk Ratio,Random,,,,,,,,,,,,,,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to two years follow-up),DIC,MH,Risk Ratio,Random,1,,,21,0,,,17,2.45454545,,0.10630282,56.6757619,100,0,1,0,0,0.56059449,0.57507401,,,,0,
TEQ Armah 2010-KEN,,,,,1,0,0,21,0,0,0,17,2.45454545,1.6017667,0.10630282,56.6757619,100,,,,,,,,,,,
All-cause diarrhoea: severe (up to two years follow-up),DIC,MH,Risk Ratio,Random,5,,,21,1,,,17,4.04761905,,0.52127887,31.42889703,100,0,1,0,0,1.33698456,0.18122768,,,,0,
TEQ Armah 2010-KEN,,,,,5,0,0,21,1,0,0,17,4.04761905,1.04573296,0.52127887,31.42889703,100,,,,,,,,,,,
All-cause death,DIC,MH,Risk Ratio,Random,9,,,58,6,,,56,1.35822415,,0.53437381,3.45221414,100,0.74762059,0.38723064,0,0,0.64330374,0.52002704,,,,1,
TEQ Armah 2010-KEN,,,,,8,0,0,21,4,0,0,17,1.61904762,0.51822526,0.58633454,4.47068186,84.3487915,,,,,,,,,,,
TEQ Levin 2017-AF,,,,,1,0,0,37,2,0,0,39,0.52702703,1.2030511,0.04986478,5.57021347,15.6512085,,,,,,,,,,,2017
Serious adverse events (up to 24 weeks),DIC,MH,Risk Ratio,Random,10,,,58,6,,,55,1.52825822,,0.5880946,3.9714243,100,0.13765843,0.71062014,0,0,0.87045057,0.38405423,,,,1,
TEQ Armah 2010-KEN,,,,,5,0,0,21,2,0,0,16,1.9047619,0.76803708,0.42275266,8.58212908,40.247848,,,,,,,,,,,
TEQ Levin 2017-AF,,,,,5,0,0,37,4,0,0,39,1.31756757,0.63034272,0.38302242,4.53233073,59.752152,,,,,,,,,,,2017
Rotasiil versus placebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotavirus diarrhoea: severe (up to 1 year follow-up),DIC,MH,Risk Ratio,Random,134,,,5529,245,,,5479,0.5190479,,0.33154033,0.81260316,100,4.30198142,0.03806818,76.75489731,0.08061988,2.8673144,0.00413972,0,1,0,1,
SIIL Isanaka 2017-NER,,,,,44,0,0,1780,105,0,0,1728,0.40680578,0.17638192,0.28790589,0.57480915,46.81299489,,,,,,,,,,,2017
